person_age,annual_inc,home_ownership,employment_length,loan_intent,loan_grade,loan_amt,interest_rate,target_flag,income_ratio,employment_type,residence_type,credit_score,monthly_income
30,310000.0,mortgage,13.0,debtconsolidation,b,14000.0,,0,0.05,employed,rural,607.0,7020.0
22,39000.0,rent,1.0,education,a,6000.0,8.0,0,0.15,self-employed,urban,535.0,10740.0
26,57006.0,mortgage,10.0,debtconsolidation,a,6000.0,6.17,0,0.11,self_emp,rural,560.0,12900.0
26,100000.0,mortgage,0.0,education,c,,14.26,0,0.1,self-employed,urban,681.0,9780.0
27,60000.0,rent,2.0,homeimprovement,b,8800.0,11.36,0,0.15,employed,urban,731.0,10740.0
27,26400.0,rent,3.0,venture,c,2500.0,13.23,0,0.09,self_emp,urban,622.0,6780.0
26,64000.0,mortgage,9.0,debtconsolidation,d,8000.0,12.17,1,0.13,employed,urban,635.0,11460.0
25,54000.0,mortgage,9.0,venture,a,8000.0,6.92,0,0.15,self-employed,rural,612.0,10800.0
42,110000.0,mortgage,6.0,venture,c,10800.0,14.27,0,0.1,employed,rural,860.0,4320.0
22,40000.0,mortgage,2.0,education,a,10000.0,6.03,0,0.25,self-employed,urban,769.0,1800.0
27,56244.0,mortgage,11.0,homeimprovement,c,12000.0,14.22,0,0.21,self_emp,rural,586.0,3180.0
25,99996.0,mortgage,5.0,homeimprovement,b,12000.0,10.38,0,0.12,employed,urban,818.0,2340.0
27,90000.0,rent,1.0,education,b,16000.0,12.42,0,0.18,self_emp,urban,733.0,5340.0
24,51000.0,rent,6.0,medical,b,15000.0,11.12,0,0.29,self_emp,rural,760.0,5040.0
24,20000.0,rent,5.0,medical,b,4800.0,11.14,0,0.24,self-employed,rural,676.0,1860.0
56,65000.0,rent,7.0,debtconsolidation,a,7700.0,5.42,0,0.12,employed,urban,,7860.0
24,120000.0,mortgage,,personal,a,12000.0,7.51,0,0.1,self-employed,urban,751.0,11160.0
28,150000.0,mortgage,6.0,venture,a,10000.0,8.07,0,0.07,self-employed,rural,721.0,27060.0
34,30000.0,mortgage,5.0,venture,a,14000.0,,0,0.47,employed,rural,552.0,5280.0
22,60000.0,rent,5.0,education,b,15000.0,10.59,0,0.25,self-employed,urban,502.0,3960.0
22,32000.0,mortgage,3.0,education,a,6000.0,8.49,0,0.19,self_emp,rural,823.0,16620.0
22,36628.0,rent,4.0,education,b,6000.0,11.86,0,0.16,self-employed,urban,788.0,6540.0
23,,rent,,medical,c,,13.16,0,0.27,employed,urban,,5880.0
21,71232.0,rent,5.0,venture,d,12800.0,14.96,0,0.18,employed,urban,729.0,17760.0
34,21000.0,rent,2.0,medical,a,,7.88,0,0.1,self_emp,urban,555.0,2580.0
24,74700.0,mortgage,7.0,education,a,12000.0,5.42,0,0.16,employed,rural,580.0,6900.0
33,75000.0,mortgage,6.0,debtconsolidation,b,10000.0,10.99,0,0.13,employed,urban,609.0,3660.0
24,26000.0,rent,1.0,medical,c,5375.0,13.47,0,0.21,self_emp,rural,801.0,4440.0
37,178008.0,rent,12.0,debtconsolidation,b,7500.0,11.14,0,0.04,employed,urban,719.0,1500.0
26,55000.0,rent,,homeimprovement,a,,,0,0.11,employed,rural,831.0,7860.0
31,40000.0,rent,2.0,venture,c,10000.0,11.41,0,0.25,self_emp,rural,759.0,9840.0
39,95000.0,mortgage,3.0,homeimprovement,d,20000.0,14.84,0,0.21,employed,rural,718.0,2820.0
25,48000.0,mortgage,0.0,homeimprovement,a,4500.0,5.42,0,0.09,self-employed,rural,591.0,10260.0
46,90000.0,mortgage,5.0,debtconsolidation,a,20000.0,6.91,0,0.22,employed,urban,747.0,5640.0
38,20640.0,rent,2.0,debtconsolidation,c,3500.0,12.61,0,0.17,employed,urban,681.0,6540.0
22,47472.0,mortgage,6.0,venture,b,20000.0,11.83,0,0.42,employed,rural,677.0,5460.0
26,65000.0,rent,4.0,personal,a,8000.0,6.92,0,0.12,self-employed,urban,722.0,15540.0
25,60000.0,mortgage,5.0,homeimprovement,d,3000.0,14.59,0,0.05,employed,urban,663.0,11640.0
28,52000.0,rent,,debtconsolidation,a,6000.0,7.14,0,0.12,employed,rural,,6180.0
22,150000.0,mortgage,3.0,venture,b,25000.0,11.11,0,0.17,employed,rural,,9060.0
29,45000.0,own,,education,b,6800.0,10.62,0,0.15,self_emp,urban,869.0,14040.0
24,81000.0,rent,6.0,medical,a,5000.0,5.42,0,0.06,employed,rural,,1140.0
21,72000.0,mortgage,5.0,debtconsolidation,a,2000.0,6.54,0,0.03,employed,rural,,7920.0
24,65000.0,own,3.0,personal,b,6000.0,11.36,0,0.09,self_emp,urban,,3480.0
22,30000.0,mortgage,6.0,debtconsolidation,b,3000.0,11.49,0,0.1,employed,rural,654.0,7680.0
24,56000.0,rent,,education,a,10000.0,6.03,0,0.18,self_emp,rural,798.0,1500.0
29,50000.0,rent,0.0,venture,b,6000.0,8.88,0,0.12,employed,urban,,1500.0
21,42000.0,rent,4.0,education,b,4000.0,12.42,0,0.1,employed,urban,,4740.0
23,,rent,0.0,debtconsolidation,a,1075.0,,0,0.03,self-employed,urban,787.0,4200.0
22,21600.0,rent,2.0,education,c,3000.0,13.49,0,0.14,employed,urban,829.0,4560.0
27,80000.0,mortgage,5.0,personal,c,35000.0,,0,0.44,self-employed,urban,834.0,6600.0
23,62400.0,rent,0.0,debtconsolidation,c,,12.87,0,0.16,self_emp,rural,598.0,6180.0
24,62000.0,mortgage,8.0,debtconsolidation,a,10000.0,7.49,0,0.16,employed,rural,900.0,1500.0
30,,rent,0.0,medical,c,6000.0,12.99,0,0.19,employed,urban,559.0,3360.0
28,90000.0,own,7.0,medical,c,8400.0,12.87,0,0.09,employed,urban,524.0,7440.0
21,40000.0,rent,1.0,education,b,6000.0,10.08,0,0.15,self-employed,rural,604.0,4620.0
22,69000.0,rent,,medical,b,8650.0,11.49,0,0.13,self_emp,rural,539.0,9480.0
36,112455.0,rent,3.0,debtconsolidation,b,6400.0,9.99,0,0.06,self-employed,urban,694.0,1560.0
25,42000.0,rent,6.0,venture,b,6850.0,,0,0.16,employed,urban,551.0,24300.0
24,28500.0,rent,3.0,debtconsolidation,b,2500.0,11.36,0,0.09,self-employed,rural,742.0,6300.0
39,48000.0,mortgage,,medical,a,3000.0,5.42,0,0.06,self_emp,urban,,7140.0
25,42504.0,mortgage,9.0,medical,a,10000.0,,0,0.24,employed,rural,811.0,2760.0
22,60000.0,rent,7.0,venture,a,14000.0,7.88,0,0.23,self_emp,rural,,3240.0
37,114000.0,rent,10.0,venture,f,25000.0,,0,0.22,employed,rural,663.0,4920.0
24,72400.0,mortgage,4.0,personal,e,,17.99,0,0.35,self-employed,urban,625.0,5880.0
24,90000.0,rent,8.0,homeimprovement,b,10000.0,11.89,0,0.11,employed,rural,,4380.0
26,48000.0,rent,3.0,venture,a,4000.0,5.79,0,0.08,self-employed,rural,846.0,6900.0
31,64000.0,rent,9.0,personal,c,8000.0,14.22,0,0.13,self_emp,urban,652.0,10080.0
27,,rent,7.0,debtconsolidation,a,15000.0,6.91,0,0.17,self-employed,rural,593.0,9840.0
22,60000.0,own,,venture,a,13250.0,7.9,0,0.22,self_emp,rural,798.0,12840.0
24,94992.0,rent,1.0,education,b,12000.0,11.89,0,0.13,employed,rural,730.0,2100.0
27,78000.0,rent,5.0,education,e,9600.0,17.14,0,0.12,self-employed,rural,580.0,6120.0
40,,rent,2.0,homeimprovement,b,,11.48,0,0.21,self_emp,rural,,16860.0
32,120000.0,rent,11.0,education,a,12000.0,7.51,0,0.1,self-employed,urban,827.0,13320.0
26,96000.0,mortgage,2.0,venture,g,10000.0,21.14,1,0.1,self_emp,rural,506.0,4620.0
24,133000.0,rent,5.0,homeimprovement,b,17400.0,11.71,0,0.13,self_emp,urban,521.0,1500.0
23,104000.0,mortgage,7.0,personal,b,9000.0,,0,0.09,self_emp,rural,852.0,2340.0
26,175000.0,mortgage,0.0,education,d,7500.0,15.21,0,0.04,employed,rural,830.0,10860.0
24,36000.0,mortgage,3.0,medical,c,8000.0,,0,0.22,self_emp,rural,510.0,2820.0
23,84000.0,mortgage,0.0,personal,a,28000.0,8.49,0,0.33,self_emp,urban,768.0,3180.0
24,65000.0,mortgage,8.0,personal,b,10000.0,11.99,0,0.15,employed,urban,803.0,7440.0
32,,rent,3.0,personal,a,10000.0,9.63,0,0.26,employed,rural,755.0,4200.0
25,96000.0,rent,,homeimprovement,b,12000.0,9.99,0,0.13,employed,urban,761.0,1560.0
25,66500.0,mortgage,9.0,debtconsolidation,b,5000.0,9.63,0,0.08,employed,rural,659.0,4620.0
40,82531.0,mortgage,1.0,medical,a,6000.0,,0,0.07,self-employed,urban,521.0,1500.0
26,25000.0,mortgage,10.0,medical,a,7000.0,6.99,0,0.28,employed,rural,,10620.0
25,120000.0,mortgage,0.0,homeimprovement,e,20000.0,,0,0.17,self-employed,urban,515.0,6360.0
42,,rent,,homeimprovement,a,14000.0,6.03,0,0.19,self_emp,rural,517.0,2520.0
27,75000.0,rent,4.0,venture,c,1000.0,13.49,0,0.01,employed,rural,549.0,16080.0
23,,rent,4.0,venture,d,6500.0,,0,0.08,employed,urban,546.0,4800.0
30,82000.0,mortgage,5.0,personal,a,5000.0,6.76,0,0.06,employed,urban,829.0,18540.0
23,30000.0,rent,0.0,debtconsolidation,b,4000.0,10.36,0,0.13,self_emp,urban,623.0,3900.0
21,,mortgage,4.0,venture,c,2800.0,,0,0.11,employed,rural,,8940.0
22,41000.0,mortgage,0.0,debtconsolidation,b,7750.0,9.88,0,0.19,employed,rural,657.0,1500.0
22,23000.0,mortgage,2.0,debtconsolidation,b,4800.0,10.0,0,0.21,self-employed,rural,637.0,1560.0
28,60000.0,rent,,homeimprovement,d,5000.0,15.7,0,0.08,self_emp,rural,704.0,2520.0
31,,own,1.0,homeimprovement,c,16000.0,13.85,0,0.32,self-employed,rural,561.0,2640.0
26,86000.0,mortgage,11.0,debtconsolidation,b,9250.0,11.12,0,0.11,employed,urban,578.0,4740.0
22,54000.0,rent,6.0,venture,a,12000.0,8.49,0,0.22,employed,rural,787.0,6300.0
22,96000.0,mortgage,6.0,venture,c,25000.0,13.8,0,0.26,employed,urban,757.0,10200.0
47,30000.0,rent,2.0,homeimprovement,c,3000.0,12.99,1,0.1,self_emp,rural,802.0,5100.0
35,90000.0,mortgage,,medical,a,14500.0,6.54,0,0.16,self_emp,urban,621.0,6600.0
26,32000.0,rent,1.0,venture,c,7500.0,13.79,0,0.23,self-employed,urban,733.0,7500.0
26,42000.0,rent,0.0,medical,b,8500.0,,0,0.2,self_emp,rural,677.0,1500.0
32,74000.0,mortgage,0.0,personal,a,1800.0,8.94,0,0.02,self-employed,rural,670.0,7800.0
24,68648.0,rent,1.0,venture,b,5000.0,10.99,0,0.07,employed,rural,649.0,3600.0
22,42000.0,rent,1.0,education,c,10000.0,13.49,0,0.24,employed,rural,641.0,3180.0
31,77000.0,mortgage,4.0,homeimprovement,c,10000.0,,0,0.13,employed,urban,678.0,10440.0
34,125000.0,mortgage,0.0,medical,b,9175.0,10.99,0,0.07,self_emp,urban,667.0,11760.0
25,100000.0,mortgage,3.0,personal,d,13750.0,15.95,0,0.14,self_emp,rural,734.0,10740.0
29,125000.0,rent,3.0,venture,e,24000.0,,0,0.19,self_emp,rural,534.0,1500.0
27,,own,11.0,venture,a,4500.0,7.49,0,0.11,employed,rural,686.0,6360.0
31,,mortgage,4.0,education,a,,7.29,0,0.12,self_emp,rural,596.0,5280.0
23,56000.0,mortgage,4.0,debtconsolidation,c,13600.0,15.23,0,0.24,self-employed,rural,666.0,5640.0
23,47000.0,own,4.0,medical,a,7000.0,7.51,0,0.15,employed,rural,579.0,4680.0
24,39000.0,mortgage,,debtconsolidation,a,,5.42,0,0.14,employed,urban,,15060.0
21,49200.0,rent,4.0,education,c,,13.72,0,0.12,employed,rural,829.0,9120.0
25,30000.0,rent,2.0,medical,b,2000.0,10.38,0,0.07,self-employed,urban,,7200.0
28,47840.0,rent,0.0,medical,b,12000.0,,0,0.25,employed,urban,787.0,7200.0
23,59928.0,own,,education,a,,,0,0.3,employed,rural,,4380.0
22,44000.0,rent,4.0,venture,a,8500.0,5.42,0,0.19,self_emp,urban,871.0,3960.0
23,54000.0,mortgage,7.0,debtconsolidation,a,1400.0,,0,0.03,employed,rural,530.0,11580.0
25,70000.0,rent,9.0,education,b,6000.0,9.25,0,0.09,employed,rural,762.0,37380.0
23,,mortgage,7.0,education,b,2100.0,11.49,0,0.04,employed,urban,706.0,6780.0
31,37584.0,rent,0.0,medical,b,3900.0,,0,0.1,employed,urban,659.0,3900.0
40,150000.0,mortgage,5.0,personal,b,12000.0,10.37,0,0.08,self-employed,rural,829.0,7980.0
22,100000.0,rent,3.0,venture,b,10000.0,10.65,0,0.1,self-employed,urban,,5940.0
25,,mortgage,0.0,debtconsolidation,b,8000.0,11.12,0,0.11,employed,rural,549.0,11940.0
24,102400.0,rent,8.0,personal,b,25000.0,10.36,0,0.24,self-employed,rural,,9420.0
25,67000.0,rent,2.0,venture,b,3600.0,9.99,0,0.05,employed,rural,532.0,6600.0
28,35004.0,mortgage,3.0,homeimprovement,c,,,0,0.46,self_emp,rural,771.0,6180.0
35,100450.0,rent,1.0,personal,b,24000.0,12.69,0,0.24,employed,urban,794.0,10500.0
27,72000.0,mortgage,6.0,education,a,6000.0,,0,0.08,self_emp,urban,675.0,8760.0
31,39000.0,rent,5.0,medical,c,6600.0,13.79,0,0.17,employed,urban,,13020.0
25,51996.0,rent,8.0,medical,b,,12.21,0,0.23,employed,rural,648.0,18960.0
23,,mortgage,,education,b,2400.0,12.69,0,0.03,self_emp,rural,739.0,7140.0
22,60132.0,rent,7.0,education,c,15000.0,14.26,0,0.25,self_emp,urban,,9120.0
26,115000.0,mortgage,3.0,education,c,20000.0,13.16,0,0.17,employed,urban,501.0,11220.0
27,79000.0,mortgage,4.0,personal,a,9000.0,6.76,0,0.11,employed,rural,,3660.0
23,70560.0,rent,1.0,medical,a,9600.0,7.9,0,0.14,self_emp,urban,582.0,4980.0
32,43625.0,rent,2.0,personal,b,1500.0,,0,0.03,employed,rural,663.0,14280.0
26,46800.0,mortgage,0.0,homeimprovement,d,6000.0,14.91,0,0.13,employed,rural,576.0,4020.0
25,54000.0,rent,5.0,personal,b,5000.0,,0,0.09,employed,urban,633.0,9600.0
24,64000.0,mortgage,5.0,venture,d,12000.0,16.77,0,0.19,employed,urban,666.0,5100.0
27,58000.0,mortgage,4.0,debtconsolidation,c,1500.0,,0,0.03,employed,urban,,19860.0
22,40000.0,rent,2.0,education,b,8000.0,12.18,0,0.2,self-employed,rural,894.0,2940.0
22,,own,,venture,a,4000.0,6.76,0,0.06,employed,urban,590.0,7560.0
24,55000.0,rent,4.0,personal,b,14900.0,11.83,0,0.27,self-employed,rural,611.0,3240.0
23,81600.0,mortgage,7.0,debtconsolidation,a,9000.0,7.49,0,0.11,self_emp,rural,,3240.0
26,85000.0,mortgage,8.0,medical,a,,,0,0.18,employed,rural,531.0,13560.0
36,93000.0,rent,1.0,medical,c,,13.48,0,0.13,self_emp,urban,813.0,4680.0
37,528000.0,rent,4.0,venture,d,,,0,0.03,self_emp,rural,883.0,6360.0
50,106000.0,mortgage,2.0,medical,a,10200.0,9.32,0,0.1,self_emp,rural,884.0,3780.0
25,50000.0,rent,9.0,homeimprovement,b,6075.0,10.0,0,0.12,employed,urban,824.0,1500.0
22,45500.0,rent,,venture,a,10000.0,5.99,0,0.22,employed,urban,706.0,5880.0
27,84000.0,rent,7.0,venture,c,12000.0,13.16,0,0.14,employed,rural,531.0,5580.0
27,106000.0,own,3.0,personal,d,16000.0,,0,0.15,employed,rural,831.0,10620.0
29,105000.0,mortgage,13.0,homeimprovement,a,12000.0,7.88,0,0.11,employed,rural,652.0,10860.0
23,,rent,3.0,personal,a,10000.0,5.79,0,0.15,employed,urban,,11100.0
24,75000.0,rent,3.0,homeimprovement,b,,10.99,0,0.17,employed,rural,863.0,6840.0
27,29120.0,own,0.0,venture,a,4000.0,,0,0.14,self_emp,urban,550.0,6180.0
24,60000.0,rent,8.0,venture,a,20000.0,,1,0.33,employed,urban,732.0,8100.0
23,55812.0,mortgage,4.0,medical,b,,11.36,0,0.39,employed,urban,,8640.0
30,,mortgage,4.0,venture,b,15000.0,11.48,0,0.2,employed,urban,,12360.0
28,,rent,1.0,homeimprovement,b,9000.0,,1,0.16,self-employed,rural,595.0,2940.0
35,,mortgage,,education,a,10200.0,5.42,0,0.09,self-employed,urban,,5520.0
24,45000.0,rent,5.0,education,b,,,0,0.13,self_emp,urban,555.0,1860.0
69,24000.0,rent,3.0,medical,a,6000.0,6.62,0,0.25,employed,urban,729.0,1620.0
26,60000.0,rent,0.0,venture,b,7200.0,11.14,0,0.12,self_emp,rural,843.0,7200.0
24,45000.0,rent,3.0,personal,a,7800.0,7.51,0,0.17,self-employed,urban,821.0,2400.0
36,,mortgage,8.0,medical,a,18000.0,6.91,0,0.39,employed,urban,542.0,5700.0
21,35000.0,own,5.0,education,c,6500.0,13.43,0,0.19,employed,rural,657.0,3480.0
25,450000.0,mortgage,9.0,debtconsolidation,b,35000.0,11.11,0,0.08,employed,rural,605.0,3840.0
40,33000.0,mortgage,2.0,homeimprovement,b,1000.0,,0,0.03,employed,rural,853.0,7620.0
30,198000.0,mortgage,5.0,debtconsolidation,e,15000.0,,1,0.08,self_emp,rural,645.0,8700.0
22,80000.0,mortgage,6.0,venture,b,,12.42,0,0.2,employed,urban,812.0,9240.0
27,35000.0,other,0.0,venture,a,7000.0,8.0,0,0.2,self-employed,urban,893.0,4920.0
25,67200.0,mortgage,6.0,homeimprovement,b,3250.0,11.49,0,0.05,self-employed,rural,577.0,3660.0
28,24840.0,rent,,education,a,1500.0,8.0,1,0.06,employed,urban,543.0,6720.0
35,44000.0,mortgage,5.0,debtconsolidation,a,6500.0,7.51,0,0.15,employed,rural,805.0,9300.0
27,54000.0,own,2.0,homeimprovement,b,9600.0,12.18,0,0.18,self_emp,rural,839.0,18780.0
31,50400.0,rent,9.0,venture,b,13000.0,,0,0.26,employed,urban,578.0,6000.0
25,60000.0,mortgage,9.0,homeimprovement,b,,,0,0.09,self-employed,urban,886.0,6840.0
26,105000.0,mortgage,11.0,personal,a,5000.0,8.49,0,0.05,self-employed,urban,523.0,4800.0
35,55596.0,rent,2.0,education,b,10800.0,9.91,0,0.19,employed,rural,541.0,1500.0
25,44000.0,mortgage,7.0,homeimprovement,a,5000.0,7.4,0,0.11,employed,urban,739.0,2820.0
27,40560.0,mortgage,8.0,debtconsolidation,a,3000.0,,0,0.07,self-employed,urban,,1740.0
23,53950.0,mortgage,8.0,education,e,15000.0,16.63,1,0.28,self-employed,rural,848.0,8640.0
33,44000.0,mortgage,5.0,personal,b,,,0,0.13,self_emp,rural,707.0,6420.0
26,30000.0,mortgage,0.0,education,a,4000.0,7.14,0,0.13,self_emp,rural,776.0,4620.0
24,122000.0,rent,4.0,debtconsolidation,b,15000.0,,0,0.12,self-employed,rural,717.0,4380.0
26,130000.0,rent,2.0,personal,a,17950.0,,0,0.14,employed,urban,556.0,1860.0
22,51168.0,mortgage,6.0,venture,b,15500.0,10.99,0,0.3,employed,rural,,2460.0
27,,rent,4.0,homeimprovement,c,9600.0,12.29,0,0.12,self-employed,rural,872.0,1500.0
22,,rent,6.0,venture,d,,15.21,0,0.04,employed,rural,589.0,3660.0
29,62000.0,rent,13.0,debtconsolidation,c,9000.0,,0,0.15,self-employed,rural,744.0,4620.0
23,75000.0,rent,6.0,debtconsolidation,a,13000.0,6.91,0,0.17,employed,urban,651.0,7920.0
29,85500.0,mortgage,3.0,education,a,9500.0,,0,0.11,employed,urban,539.0,4860.0
38,90000.0,mortgage,0.0,homeimprovement,c,9600.0,13.92,0,0.11,self_emp,urban,688.0,3840.0
23,,rent,6.0,debtconsolidation,c,,12.23,0,0.11,self_emp,urban,808.0,5460.0
25,38400.0,rent,5.0,medical,b,2200.0,12.69,0,0.06,self_emp,rural,821.0,840.0
23,65000.0,mortgage,2.0,debtconsolidation,a,7000.0,,0,0.11,employed,urban,838.0,1500.0
25,,own,7.0,medical,b,1525.0,10.95,0,0.06,employed,urban,820.0,6180.0
31,31600.0,mortgage,,medical,b,7500.0,11.36,0,0.24,employed,urban,734.0,5280.0
27,52000.0,mortgage,4.0,debtconsolidation,a,8000.0,8.9,0,0.15,self-employed,rural,792.0,3720.0
32,160000.0,mortgage,0.0,venture,a,17400.0,7.88,0,0.11,self_emp,rural,852.0,6960.0
37,30960.0,rent,5.0,venture,b,4800.0,11.49,0,0.16,self_emp,rural,718.0,1260.0
25,68000.0,rent,9.0,venture,b,,10.74,0,0.16,employed,urban,679.0,3240.0
29,20400.0,rent,2.0,medical,c,2000.0,,0,0.1,employed,urban,,3660.0
25,39000.0,mortgage,9.0,homeimprovement,c,3000.0,13.99,0,0.08,self-employed,urban,510.0,1560.0
25,35000.0,rent,2.0,debtconsolidation,b,7500.0,10.99,0,0.21,employed,urban,734.0,12600.0
54,95000.0,mortgage,3.0,personal,b,6500.0,10.65,0,0.07,employed,rural,,3600.0
21,30000.0,rent,2.0,venture,b,7000.0,10.99,0,0.23,employed,urban,685.0,2580.0
22,33000.0,mortgage,5.0,debtconsolidation,a,12375.0,7.29,0,0.38,employed,rural,689.0,6840.0
28,123504.0,mortgage,12.0,venture,b,18000.0,,0,0.15,self_emp,urban,541.0,0.0
27,66000.0,mortgage,12.0,education,d,8400.0,16.49,0,0.13,self-employed,rural,538.0,5340.0
25,75000.0,mortgage,1.0,medical,a,8000.0,7.51,0,0.11,employed,urban,574.0,4140.0
24,,mortgage,1.0,education,b,6600.0,9.91,0,0.07,self_emp,urban,696.0,7140.0
23,70000.0,rent,2.0,personal,c,4800.0,,0,0.07,employed,rural,579.0,2280.0
27,50000.0,mortgage,11.0,personal,c,7500.0,11.59,0,0.15,employed,rural,662.0,1500.0
23,85000.0,own,7.0,personal,d,14000.0,16.29,0,0.16,self_emp,urban,614.0,5040.0
24,60000.0,rent,1.0,personal,a,13200.0,6.62,0,0.22,employed,urban,745.0,8340.0
30,50000.0,rent,,personal,c,10000.0,,0,0.2,self_emp,rural,,10380.0
38,33600.0,rent,0.0,venture,a,4800.0,8.49,0,0.14,employed,rural,735.0,6240.0
33,120000.0,rent,1.0,personal,c,9150.0,13.99,0,0.08,self-employed,urban,590.0,8820.0
22,38000.0,mortgage,6.0,debtconsolidation,a,8500.0,5.42,0,0.22,employed,urban,722.0,12840.0
22,40000.0,rent,6.0,medical,b,10000.0,12.21,0,0.25,self_emp,urban,854.0,16200.0
32,38400.0,rent,1.0,venture,b,10000.0,10.39,0,0.26,employed,rural,845.0,2880.0
21,,rent,5.0,venture,d,1200.0,15.58,0,0.03,employed,urban,735.0,2460.0
27,60000.0,rent,1.0,venture,c,10000.0,13.22,0,0.17,employed,rural,721.0,6000.0
30,30000.0,rent,6.0,medical,c,,12.68,0,0.09,employed,urban,512.0,10560.0
31,78000.0,rent,1.0,debtconsolidation,a,14000.0,9.63,0,0.18,self_emp,urban,691.0,1920.0
24,46000.0,rent,8.0,debtconsolidation,a,5700.0,7.66,0,0.12,self-employed,rural,689.0,7020.0
22,45000.0,rent,,medical,b,11000.0,9.88,0,0.24,self_emp,rural,734.0,9900.0
22,240000.0,own,6.0,personal,b,25000.0,,0,0.1,employed,rural,,7740.0
39,62692.0,rent,9.0,venture,b,,9.88,0,0.21,employed,rural,501.0,1500.0
47,30000.0,own,1.0,education,c,8000.0,,0,0.27,self-employed,rural,837.0,1500.0
24,78000.0,mortgage,8.0,homeimprovement,b,9800.0,10.99,0,0.13,employed,rural,848.0,4200.0
29,92000.0,rent,2.0,personal,c,20000.0,13.72,0,0.22,employed,urban,756.0,6240.0
24,60000.0,rent,0.0,venture,d,24000.0,14.96,1,0.4,employed,rural,791.0,8340.0
23,115000.0,rent,2.0,education,a,35000.0,7.9,0,0.3,employed,rural,,16080.0
42,32000.0,rent,7.0,medical,a,3000.0,,0,0.09,employed,urban,865.0,1440.0
24,150000.0,mortgage,8.0,venture,b,,10.99,0,0.16,employed,rural,608.0,2880.0
28,50000.0,rent,,venture,c,14000.0,13.79,0,0.28,self-employed,urban,647.0,3060.0
25,123000.0,rent,0.0,education,a,12000.0,9.63,0,0.1,employed,rural,621.0,1800.0
23,60000.0,mortgage,7.0,debtconsolidation,a,12000.0,,0,0.2,self_emp,rural,733.0,1440.0
41,480000.0,mortgage,3.0,debtconsolidation,a,16000.0,7.9,0,0.03,self_emp,urban,859.0,6000.0
25,140000.0,mortgage,,debtconsolidation,b,35000.0,10.59,0,0.25,employed,rural,,9840.0
23,86000.0,mortgage,2.0,personal,a,15000.0,6.03,0,0.17,employed,rural,624.0,15960.0
24,47088.0,rent,8.0,debtconsolidation,a,4000.0,6.62,0,0.08,self-employed,rural,618.0,2280.0
27,24000.0,own,0.0,venture,a,8500.0,5.42,0,0.35,self_emp,urban,681.0,7500.0
24,,mortgage,6.0,education,c,10000.0,12.98,0,0.14,self_emp,rural,773.0,7920.0
27,82000.0,rent,0.0,debtconsolidation,b,,9.99,0,0.23,self_emp,rural,513.0,5460.0
38,42000.0,rent,3.0,personal,b,2000.0,,0,0.05,employed,rural,813.0,8640.0
24,110000.0,rent,4.0,debtconsolidation,a,13000.0,8.9,0,0.12,employed,rural,,1500.0
37,75000.0,mortgage,0.0,medical,a,6000.0,6.03,0,0.08,self_emp,urban,823.0,28380.0
30,46044.0,rent,4.0,venture,b,5000.0,,0,0.11,self_emp,rural,533.0,4980.0
29,,rent,1.0,homeimprovement,c,9600.0,,0,0.16,self-employed,urban,681.0,56940.0
23,25000.0,rent,8.0,education,b,5000.0,10.62,0,0.2,employed,rural,534.0,10140.0
24,35000.0,mortgage,2.0,medical,a,2950.0,,0,0.08,employed,urban,836.0,1740.0
29,50004.0,mortgage,1.0,medical,c,1500.0,13.11,0,0.03,employed,rural,567.0,8280.0
24,37000.0,mortgage,8.0,medical,b,,10.99,0,0.27,self-employed,rural,654.0,5820.0
36,62400.0,mortgage,6.0,personal,d,12000.0,16.89,0,0.19,self_emp,urban,,3120.0
40,63000.0,rent,4.0,education,c,7700.0,,0,0.12,self_emp,rural,655.0,3840.0
25,153600.0,mortgage,1.0,debtconsolidation,a,18000.0,6.99,0,0.12,employed,urban,682.0,8460.0
36,24000.0,rent,1.0,education,b,5000.0,10.36,0,0.21,employed,rural,832.0,4080.0
29,,mortgage,3.0,medical,b,15000.0,,0,0.23,employed,rural,887.0,5100.0
22,119000.0,rent,2.0,debtconsolidation,b,12000.0,10.36,0,0.1,employed,rural,856.0,3720.0
27,36000.0,rent,0.0,debtconsolidation,c,8000.0,13.85,1,0.22,self_emp,urban,,11520.0
28,99996.0,rent,7.0,medical,b,5000.0,11.49,0,0.05,self-employed,urban,833.0,7260.0
25,51996.0,mortgage,6.0,venture,c,7000.0,,0,0.13,self_emp,urban,789.0,4260.0
31,75000.0,mortgage,8.0,education,d,16500.0,,0,0.22,employed,rural,897.0,7620.0
24,92000.0,mortgage,7.0,personal,b,15000.0,11.11,0,0.16,employed,rural,663.0,9960.0
32,50000.0,rent,3.0,homeimprovement,b,11100.0,10.59,0,0.22,employed,rural,848.0,4500.0
31,96000.0,rent,5.0,venture,e,,17.19,0,0.21,employed,rural,662.0,5100.0
25,120000.0,rent,1.0,venture,a,12000.0,,0,0.1,employed,rural,802.0,5460.0
27,43500.0,mortgage,0.0,medical,b,1200.0,,0,0.03,self_emp,rural,537.0,5100.0
24,,own,7.0,education,c,2000.0,12.53,0,0.05,employed,urban,883.0,9840.0
35,36000.0,rent,3.0,debtconsolidation,a,5000.0,7.51,0,0.14,employed,rural,691.0,1500.0
